Blocks,Age,Faults,Time,Output
16,2,3,669,0
26,3,0,1180,0
27,0,0,1273,0
27,1,0,1173,0
25,6,0,1562,1
25,5,0,1091,0
8,7,20,285,0
26,5,0,1264,0
16,3,3,669,0
26,4,0,1180,0
27,1,0,1273,0
27,2,0,1173,0
26,0,0,1592,0
25,6,0,1091,1
8,8,20,285,0
26,6,0,1264,1
16,4,3,669,0
26,5,0,1180,0
27,2,0,1273,0
27,3,0,1173,0
26,1,0,1592,0
26,0,0,1115,0
8,9,20,285,0
27,0,0,1282,0
16,5,3,669,0
26,6,0,1180,1
27,3,0,1273,0
27,4,0,1173,0
26,2,0,1592,0
26,1,0,1115,0
8,10,20,285,0
27,1,0,1282,0
16,6,3,669,0
27,0,0,1209,0
27,4,0,1273,0
27,5,0,1173,1
26,3,0,1592,0
26,2,0,1115,0
8,11,20,285,0
27,2,0,1282,0
16,7,3,669,0
27,1,0,1209,0
27,5,0,1273,1
28,0,0,1195,0
26,4,0,1592,0
26,3,0,1115,0
8,12,20,285,0
27,3,0,1282,0
16,8,3,669,1
27,2,0,1209,0
28,0,0,1296,0
28,1,0,1195,0
26,5,0,1592,0
26,4,0,1115,0
8,13,20,285,0
27,4,0,1282,0
17,0,3,715,0
27,3,0,1209,0
28,1,0,1296,0
28,2,0,1195,0
26,6,0,1592,1
26,5,0,1115,0
8,14,20,285,0
27,5,0,1282,0
17,1,3,715,0
27,4,0,1209,0
28,2,0,1296,0
28,3,0,1195,0
27,0,0,1609,0
26,6,0,1115,1
8,15,20,285,0
27,6,0,1282,1
17,2,3,715,0
27,5,0,1209,0
28,3,0,1296,0
28,4,0,1195,0
27,1,0,1609,0
27,0,0,1167,0
8,16,20,285,0
28,0,0,1300,0
17,3,3,715,0
27,6,0,1209,1
28,4,0,1296,0
28,5,0,1195,0
27,2,0,1609,0
27,1,0,1167,0
8,17,20,285,0
28,1,0,1300,0
17,4,3,715,0
28,0,0,1247,0
28,5,0,1296,0
28,6,0,1195,1
27,3,0,1609,0
27,2,0,1167,0
8,18,20,285,0
28,2,0,1300,0
17,5,3,715,0
28,1,0,1247,0
28,6,0,1296,1
29,0,0,1225,0
27,4,0,1609,0
27,3,0,1167,0
8,19,20,285,0
28,3,0,1300,0
17,6,3,715,0
28,2,0,1247,0
29,0,0,1310,0
29,1,0,1225,0
27,5,0,1609,0
27,4,0,1167,0
8,20,20,285,1
28,4,0,1300,0
17,7,3,715,0
28,3,0,1247,0
29,1,0,1310,0
29,2,0,1225,0
27,6,0,1609,1
27,5,0,1167,0
9,0,20,308,0
28,5,0,1300,0
17,8,3,715,0
28,4,0,1247,0
29,2,0,1310,0
29,3,0,1225,0
28,0,0,1620,0
27,6,0,1167,1
9,1,20,308,0
28,6,0,1300,1
17,9,3,715,0
28,5,0,1247,0
29,3,0,1310,0
29,4,0,1225,0
28,1,0,1620,0
28,0,0,1186,0
9,2,20,308,0
29,0,0,1306,0
17,10,3,715,0
28,6,0,1247,1
29,4,0,1310,0
29,5,0,1225,0
28,2,0,1620,0
28,1,0,1186,0
9,3,20,308,0
29,1,0,1306,0
17,11,3,715,1
29,0,0,1259,0
29,5,0,1310,0
29,6,0,1225,0
28,3,0,1620,0
28,2,0,1186,0
9,4,20,308,0
29,2,0,1306,0
18,0,3,736,0
29,1,0,1259,0
29,6,0,1310,0
29,7,0,1225,1
28,4,0,1620,0
28,3,0,1186,0
9,5,20,308,0
29,3,0,1306,0
18,1,3,736,0
29,2,0,1259,0
29,7,0,1310,1
30,0,0,1240,0
28,5,0,1620,0
28,4,0,1186,0
9,6,20,308,0
29,4,0,1306,0
18,2,3,736,0
29,3,0,1259,0
30,0,0,1335,0
30,1,0,1240,0
28,6,0,1620,1
28,5,0,1186,0
9,7,20,308,0
29,5,0,1306,0
18,3,3,736,0
29,4,0,1259,0
30,1,0,1335,0
30,2,0,1240,0
29,0,0,1693,0
28,6,0,1186,1
9,8,20,308,0
29,6,0,1306,1
18,4,3,736,0
29,5,0,1259,0
30,2,0,1335,0
30,3,0,1240,0
29,1,0,1693,0
29,0,0,1245,0
9,9,20,308,0
30,0,0,1329,0
18,5,3,736,0
29,6,0,1259,1
30,3,0,1335,0
30,4,0,1240,0
29,2,0,1693,0
29,1,0,1245,0
9,10,20,308,0
30,1,0,1329,0
18,6,3,736,0
30,0,0,1270,0
30,4,0,1335,0
30,5,0,1240,1
29,3,0,1693,0
29,2,0,1245,0
9,11,20,308,0
30,2,0,1329,0
18,7,3,736,0
30,1,0,1270,0
30,5,0,1335,1
31,0,0,1253,0
29,4,0,1693,0
29,3,0,1245,0
9,12,20,308,0
30,3,0,1329,0
18,8,3,736,1
30,2,0,1270,0
31,0,0,1371,0
31,1,0,1253,0
29,5,0,1693,0
29,4,0,1245,0
9,13,20,308,0
30,4,0,1329,0
19,0,3,752,0
30,3,0,1270,0
31,1,0,1371,0
31,2,0,1253,0
29,6,0,1693,1
29,5,0,1245,0
9,14,20,308,0
30,5,0,1329,0
19,1,3,752,0
30,4,0,1270,0
31,2,0,1371,0
31,3,0,1253,0
30,0,0,1737,0
29,6,0,1245,1
9,15,20,308,0
30,6,0,1329,1
19,2,3,752,0
30,5,0,1270,0
31,3,0,1371,0
31,4,0,1253,0
30,1,0,1737,0
30,0,0,1260,0
9,16,20,308,0
31,0,0,1374,0
19,3,3,752,0
30,6,0,1270,1
31,4,0,1371,0
31,5,0,1253,0
30,2,0,1737,0
30,1,0,1260,0
9,17,20,308,0
31,1,0,1374,0
19,4,3,752,0
31,0,0,1292,0
31,5,0,1371,0
31,6,0,1253,1
30,3,0,1737,0
30,2,0,1260,0
9,18,20,308,0
31,2,0,1374,0
19,5,3,752,0
31,1,0,1292,0
31,6,0,1371,1
32,0,0,1274,0
30,4,0,1737,0
30,3,0,1260,0
9,19,20,308,0
31,3,0,1374,0
19,6,3,752,0
31,2,0,1292,0
32,0,0,1401,0
32,1,0,1274,0
30,5,0,1737,0
30,4,0,1260,0
9,20,20,308,1
31,4,0,1374,0
19,7,3,752,0
31,3,0,1292,0
32,1,0,1401,0
32,2,0,1274,0
30,6,0,1737,1
30,5,0,1260,0
10,0,20,335,0
31,5,0,1374,0
19,8,3,752,0
31,4,0,1292,0
32,2,0,1401,0
32,3,0,1274,0
31,0,0,1755,0
30,6,0,1260,1
10,1,20,335,0
31,6,0,1374,1
19,9,3,752,0
31,5,0,1292,0
32,3,0,1401,0
32,4,0,1274,0
31,1,0,1755,0
31,0,0,1274,0
10,2,20,335,0
32,0,0,1392,0
19,10,3,752,0
31,6,0,1292,1
32,4,0,1401,0
32,5,0,1274,0
31,2,0,1755,0
31,1,0,1274,0
10,3,20,335,0
32,1,0,1392,0
19,11,3,752,1
32,0,0,1341,0
32,5,0,1401,0
32,6,0,1274,0
31,3,0,1755,0
31,2,0,1274,0
10,4,20,335,0
32,2,0,1392,0
20,0,3,775,0
32,1,0,1341,0
32,6,0,1401,0
32,7,0,1274,1
31,4,0,1755,0
31,3,0,1274,0
10,5,20,335,0
32,3,0,1392,0
20,1,3,775,0
32,2,0,1341,0
32,7,0,1401,1
33,0,0,1294,0
31,5,0,1755,0
31,4,0,1274,0
10,6,20,335,0
32,4,0,1392,0
20,2,3,775,0
32,3,0,1341,0
33,0,0,1415,0
33,1,0,1294,0
31,6,0,1755,1
31,5,0,1274,0
10,7,20,335,0
32,5,0,1392,0
20,3,3,775,0
32,4,0,1341,0
33,1,0,1415,0
33,2,0,1294,0
32,0,0,1782,0
31,6,0,1274,1
10,8,20,335,0
32,6,0,1392,1
20,4,3,775,0
32,5,0,1341,0
33,2,0,1415,0
33,3,0,1294,0
32,1,0,1782,0
32,0,0,1288,0
10,9,20,335,0
33,0,0,1419,0
20,5,3,775,0
32,6,0,1341,1
33,3,0,1415,0
33,4,0,1294,0
32,2,0,1782,0
32,1,0,1288,0
10,10,20,335,0
33,1,0,1419,0
20,6,3,775,0
33,0,0,1360,0
33,4,0,1415,0
33,5,0,1294,1
32,3,0,1782,0
32,2,0,1288,0
10,11,20,335,0
33,2,0,1419,0
20,7,3,775,0
33,1,0,1360,0
33,5,0,1415,1
34,0,0,1316,0
32,4,0,1782,0
32,3,0,1288,0
10,12,20,335,0
33,3,0,1419,0
20,8,3,775,1
33,2,0,1360,0
34,0,0,1435,0
34,1,0,1316,0
32,5,0,1782,0
32,4,0,1288,0
10,13,20,335,0
33,4,0,1419,0
21,0,3,780,0
33,3,0,1360,0
34,1,0,1435,0
34,2,0,1316,0
32,6,0,1782,1
32,5,0,1288,0
10,14,20,335,0
33,5,0,1419,0
21,1,3,780,0
33,4,0,1360,0
34,2,0,1435,0
34,3,0,1316,0
33,0,0,1803,0
32,6,0,1288,1
10,15,20,335,0
33,6,0,1419,1
21,2,3,780,0
33,5,0,1360,0
34,3,0,1435,0
34,4,0,1316,0
33,1,0,1803,0
33,0,0,1326,0
10,16,20,335,0
34,0,0,1443,0
21,3,3,780,0
33,6,0,1360,1
34,4,0,1435,0
34,5,0,1316,0
33,2,0,1803,0
33,1,0,1326,0
10,17,20,335,0
34,1,0,1443,0
21,4,3,780,0
34,0,0,1380,0
34,5,0,1435,0
34,6,0,1316,1
33,3,0,1803,0
33,2,0,1326,0
10,18,20,335,0
34,2,0,1443,0
21,5,3,780,0
34,1,0,1380,0
34,6,0,1435,1
35,0,0,1342,0
33,4,0,1803,0
33,3,0,1326,0
10,19,20,335,0
34,3,0,1443,0
21,6,3,780,0
34,2,0,1380,0
35,0,0,1454,0
35,1,0,1342,0
33,5,0,1803,0
33,4,0,1326,0
10,20,20,335,1
34,4,0,1443,0
21,7,3,780,0
34,3,0,1380,0
35,1,0,1454,0
35,2,0,1342,0
33,6,0,1803,1
33,5,0,1326,0
11,0,20,362,0
34,5,0,1443,0
21,8,3,780,0
34,4,0,1380,0
35,2,0,1454,0
35,3,0,1342,0
34,0,0,1826,0
33,6,0,1326,1
11,1,20,362,0
34,6,0,1443,1
21,9,3,780,0
34,5,0,1380,0
35,3,0,1454,0
35,4,0,1342,0
34,1,0,1826,0
34,0,0,1358,0
11,2,20,362,0
35,0,0,1464,0
21,10,3,780,1
34,6,0,1380,0
35,4,0,1454,0
35,5,0,1342,0
34,2,0,1826,0
34,1,0,1358,0
11,3,20,362,0
35,1,0,1464,0
22,0,3,801,0
34,7,0,1380,1
35,5,0,1454,0
35,6,0,1342,0
34,3,0,1826,0
34,2,0,1358,0
11,4,20,362,0
35,2,0,1464,0
22,1,3,801,0
35,0,0,1393,0
35,6,0,1454,0
35,7,0,1342,1
34,4,0,1826,0
34,3,0,1358,0
11,5,20,362,0
35,3,0,1464,0
22,2,3,801,0
35,1,0,1393,0
35,7,0,1454,1
36,0,0,1358,0
34,5,0,1826,0
34,4,0,1358,0
11,6,20,362,0
35,4,0,1464,0
22,3,3,801,0
35,2,0,1393,0
36,0,0,1467,0
36,1,0,1358,0
34,6,0,1826,1
34,5,0,1358,0
11,7,20,362,0
35,5,0,1464,0
22,4,3,801,0
35,3,0,1393,0
36,1,0,1467,0
36,2,0,1358,0
35,0,0,1850,0
34,6,0,1358,1
11,8,20,362,0
35,6,0,1464,1
22,5,3,801,0
35,4,0,1393,0
36,2,0,1467,0
36,3,0,1358,0
35,1,0,1850,0
35,0,0,1388,0
11,9,20,362,0
36,0,0,1482,0
22,6,3,801,0
35,5,0,1393,1
36,3,0,1467,0
36,4,0,1358,0
35,2,0,1850,0
35,1,0,1388,0
11,10,20,362,0
36,1,0,1482,0
22,7,3,801,0
36,0,0,1415,0
36,4,0,1467,0
36,5,0,1358,1
35,3,0,1850,0
35,2,0,1388,0
11,11,20,362,0
36,2,0,1482,0
22,8,3,801,1
36,1,0,1415,0
36,5,0,1467,0
37,0,0,1381,0
35,4,0,1850,0
35,3,0,1388,0
11,12,20,362,0
36,3,0,1482,0
23,0,3,830,0
36,2,0,1415,0
36,6,0,1467,1
37,1,0,1381,0
35,5,0,1850,0
35,4,0,1388,0
11,13,20,362,0
36,4,0,1482,0
23,1,3,830,0
36,3,0,1415,0
37,0,0,1484,0
37,2,0,1381,0
35,6,0,1850,1
35,5,0,1388,0
11,14,20,362,0
36,5,0,1482,0
23,2,3,830,0
36,4,0,1415,0
37,1,0,1484,0
37,3,0,1381,0
36,0,0,1872,0
35,6,0,1388,1
11,15,20,362,0
36,6,0,1482,1
23,3,3,830,0
36,5,0,1415,0
37,2,0,1484,0
37,4,0,1381,0
36,1,0,1872,0
36,0,0,1403,0
11,16,20,362,0
37,0,0,1494,0
23,4,3,830,0
36,6,0,1415,1
37,3,0,1484,0
37,5,0,1381,0
36,2,0,1872,0
36,1,0,1403,0
11,17,20,362,0
37,1,0,1494,0
23,5,3,830,0
37,0,0,1428,0
37,4,0,1484,0
37,6,0,1381,1
36,3,0,1872,0
36,2,0,1403,0
11,18,20,362,0
37,2,0,1494,0
23,6,3,830,0
37,1,0,1428,0
37,5,0,1484,0
38,0,0,1403,0
36,4,0,1872,0
36,3,0,1403,0
11,19,20,362,1
37,3,0,1494,0
23,7,3,830,0
37,2,0,1428,0
37,6,0,1484,1
38,1,0,1403,0
36,5,0,1872,0
36,4,0,1403,0
12,0,20,379,0
37,4,0,1494,0
23,8,3,830,0
37,3,0,1428,0
38,0,0,1504,0
38,2,0,1403,0
36,6,0,1872,1
36,5,0,1403,0
12,1,20,379,0
37,5,0,1494,0
23,9,3,830,0
37,4,0,1428,0
38,1,0,1504,0
38,3,0,1403,0
37,0,0,1883,0
36,6,0,1403,1
12,2,20,379,0
37,6,0,1494,0
23,10,3,830,1
37,5,0,1428,0
38,2,0,1504,0
38,4,0,1403,0
37,1,0,1883,0
37,0,0,1423,0
12,3,20,379,0
37,7,0,1494,1
24,0,3,855,0
37,6,0,1428,0
38,3,0,1504,0
38,5,0,1403,0
37,2,0,1883,0
37,1,0,1423,0
12,4,20,379,0
38,0,0,1513,0
24,1,3,855,0
37,7,0,1428,1
38,4,0,1504,0
38,6,0,1403,0
37,3,0,1883,0
37,2,0,1423,0
12,5,20,379,0
38,1,0,1513,0
24,2,3,855,0
38,0,0,1448,0
38,5,0,1504,0
38,7,0,1403,1
37,4,0,1883,0
37,3,0,1423,0
12,6,20,379,0
38,2,0,1513,0
24,3,3,855,0
38,1,0,1448,0
38,6,0,1504,1
39,0,0,1425,0
37,5,0,1883,0
37,4,0,1423,0
12,7,20,379,0
38,3,0,1513,0
24,4,3,855,0
38,2,0,1448,0
39,0,0,1518,0
39,1,0,1425,0
37,6,0,1883,1
37,5,0,1423,0
12,8,20,379,0
38,4,0,1513,0
24,5,3,855,0
38,3,0,1448,0
39,1,0,1518,0
39,2,0,1425,0
38,0,0,1909,0
37,6,0,1423,1
12,9,20,379,0
38,5,0,1513,1
24,6,3,855,0
38,4,0,1448,0
39,2,0,1518,0
39,3,0,1425,0
38,1,0,1909,0
38,0,0,1450,0
12,10,20,379,0
39,0,0,1540,0
24,7,3,855,0
38,5,0,1448,1
39,3,0,1518,0
39,4,0,1425,0
38,2,0,1909,0
38,1,0,1450,0
12,11,20,379,0
39,1,0,1540,0
24,8,3,855,1
39,0,0,1454,0
39,4,0,1518,0
39,5,0,1425,0
38,3,0,1909,0
38,2,0,1450,0
12,12,20,379,0
39,2,0,1540,0
25,0,3,867,0
39,1,0,1454,0
39,5,0,1518,0
39,6,0,1425,1
38,4,0,1909,0
38,3,0,1450,0
12,13,20,379,0
39,3,0,1540,0
25,1,3,867,0
39,2,0,1454,0
39,6,0,1518,1
40,0,0,1446,0
38,5,0,1909,0
38,4,0,1450,0
12,14,20,379,0
39,4,0,1540,0
25,2,3,867,0
39,3,0,1454,0
40,0,0,1533,0
40,1,0,1446,0
38,6,0,1909,1
38,5,0,1450,0
12,15,20,379,0
39,5,0,1540,0
25,3,3,867,0
39,4,0,1454,0
40,1,0,1533,0
40,2,0,1446,0
39,0,0,1940,0
38,6,0,1450,1
12,16,20,379,0
39,6,0,1540,1
25,4,3,867,0
39,5,0,1454,0
40,2,0,1533,0
40,3,0,1446,0
39,1,0,1940,0
39,0,0,1533,0
12,17,20,379,0
40,0,0,1563,0
25,5,3,867,0
39,6,0,1454,1
40,3,0,1533,0
40,4,0,1446,0
39,2,0,1940,0
39,1,0,1533,0
12,18,20,379,0
40,1,0,1563,0
25,6,3,867,0
40,0,0,1482,0
40,4,0,1533,0
40,5,0,1446,0
39,3,0,1940,0
39,2,0,1533,0
12,19,20,379,1
40,2,0,1563,0
25,7,3,867,0
40,1,0,1482,0
40,5,0,1533,0
40,6,0,1446,1
39,4,0,1940,0
39,3,0,1533,0
13,0,20,390,0
40,3,0,1563,0
25,8,3,867,0
40,2,0,1482,0
40,6,0,1533,1
41,0,0,1468,0
39,5,0,1940,0
39,4,0,1533,0
13,1,20,390,0
40,4,0,1563,0
25,9,3,867,1
40,3,0,1482,0
41,0,0,1545,0
41,1,0,1468,0
39,6,0,1940,0
39,5,0,1533,0
13,2,20,390,0
40,5,0,1563,0
26,0,3,881,0
40,4,0,1482,0
41,1,0,1545,0
41,2,0,1468,0
39,7,0,1940,1
39,6,0,1533,0
13,3,20,390,0
40,6,0,1563,0
26,1,3,881,0
40,5,0,1482,0
41,2,0,1545,0
41,3,0,1468,0
40,0,0,2008,0
39,7,0,1533,1
13,4,20,390,0
40,7,0,1563,1
26,2,3,881,0
40,6,0,1482,0
41,3,0,1545,0
41,4,0,1468,0
40,1,0,2008,0
40,0,0,1556,0
13,5,20,390,0
41,0,0,1629,0
26,3,3,881,0
40,7,0,1482,1
41,4,0,1545,0
41,5,0,1468,0
40,2,0,2008,0
40,1,0,1556,0
13,6,20,390,0
41,1,0,1629,0
26,4,3,881,0
41,0,0,1552,0
41,5,0,1545,0
41,6,0,1468,1
40,3,0,2008,0
40,2,0,1556,0
13,7,20,390,0
41,2,0,1629,0
26,5,3,881,0
41,1,0,1552,0
41,6,0,1545,1
42,0,0,1487,0
40,4,0,2008,0
40,3,0,1556,0
13,8,20,390,0
41,3,0,1629,0
26,6,3,881,0
41,2,0,1552,0
42,0,0,1599,0
42,1,0,1487,0
40,5,0,2008,1
40,4,0,1556,0
13,9,20,390,0
41,4,0,1629,0
26,7,3,881,0
41,3,0,1552,0
42,1,0,1599,0
42,2,0,1487,0
41,0,0,2119,0
40,5,0,1556,1
13,10,20,390,0
41,5,0,1629,0
26,8,3,881,1
41,4,0,1552,0
42,2,0,1599,0
42,3,0,1487,0
41,1,0,2119,0
41,0,0,1645,0
13,11,20,390,0
41,6,0,1629,1
27,0,3,1037,0
41,5,0,1552,0
42,3,0,1599,0
42,4,0,1487,0
41,2,0,2119,0
41,1,0,1645,0
13,12,20,390,0
42,0,0,1727,0
27,1,3,1037,0
41,6,0,1552,1
42,4,0,1599,0
42,5,0,1487,0
41,3,0,2119,0
41,2,0,1645,0
13,13,20,390,0
42,1,0,1727,0
27,2,3,1037,0
42,0,0,1578,0
42,5,0,1599,0
42,6,0,1487,1
41,4,0,2119,0
41,3,0,1645,0
13,14,20,390,0
42,2,0,1727,0
27,3,3,1037,0
42,1,0,1578,0
42,6,0,1599,1
43,0,0,1541,0
41,5,0,2119,0
41,4,0,1645,0
13,15,20,390,0
42,3,0,1727,0
27,4,3,1037,0
42,2,0,1578,0
43,0,0,1629,0
43,1,0,1541,0
41,6,0,2119,1
41,5,0,1645,0
13,16,20,390,0
42,4,0,1727,0
27,5,3,1037,0
42,3,0,1578,0
43,1,0,1629,0
43,2,0,1541,0
42,0,0,2216,0
41,6,0,1645,1
13,17,20,390,0
42,5,0,1727,0
27,6,3,1037,0
42,4,0,1578,0
43,2,0,1629,0
43,3,0,1541,0
42,1,0,2216,0
42,0,0,2038,0
13,18,20,390,1
42,6,0,1727,1
27,7,3,1037,0
42,5,0,1578,0
43,3,0,1629,0
43,4,0,1541,0
42,2,0,2216,0
42,1,0,2038,0
14,0,20,427,0
43,0,0,1769,0
27,8,3,1037,0
42,6,0,1578,1
43,4,0,1629,0
43,5,0,1541,0
42,3,0,2216,0
42,2,0,2038,0
14,1,20,427,0
43,1,0,1769,0
27,9,3,1037,0
43,0,0,1609,0
43,5,0,1629,0
43,6,0,1541,1
42,4,0,2216,0
42,3,0,2038,0
14,2,20,427,0
43,2,0,1769,0
27,10,3,1037,1
43,1,0,1609,0
43,6,0,1629,0
44,0,0,1609,0
42,5,0,2216,0
42,4,0,2038,0
14,3,20,427,0
43,3,0,1769,0
28,0,3,1055,0
43,2,0,1609,0
43,7,0,1629,1
44,1,0,1609,0
42,6,0,2216,0
42,5,0,2038,0
14,4,20,427,0
43,4,0,1769,0
28,1,3,1055,0
43,3,0,1609,0
44,0,0,1650,0
44,2,0,1609,0
42,7,0,2216,1
42,6,0,2038,0
14,5,20,427,0
43,5,0,1769,0
28,2,3,1055,0
43,4,0,1609,0
44,1,0,1650,0
44,3,0,1609,0
43,0,0,2304,0
42,7,0,2038,1
14,6,20,427,0
43,6,0,1769,1
28,3,3,1055,0
43,5,0,1609,0
44,2,0,1650,0
44,4,0,1609,0
43,1,0,2304,0
43,0,0,2054,0
14,7,20,427,0
44,0,0,1880,0
28,4,3,1055,0
43,6,0,1609,1
44,3,0,1650,0
44,5,0,1609,0
43,2,0,2304,0
43,1,0,2054,0
14,8,20,427,0
44,1,0,1880,0
28,5,3,1055,0
44,0,0,1698,0
44,4,0,1650,0
44,6,0,1609,1
43,3,0,2304,0
43,2,0,2054,0
14,9,20,427,0
44,2,0,1880,0
28,6,3,1055,0
44,1,0,1698,0
44,5,0,1650,1
45,0,0,1671,0
43,4,0,2304,0
43,3,0,2054,0
14,10,20,427,0
44,3,0,1880,0
28,7,3,1055,0
44,2,0,1698,0
45,0,0,1754,0
45,1,0,1671,0
43,5,0,2304,1
43,4,0,2054,0
14,11,20,427,0
44,4,0,1880,0
28,8,3,1055,1
44,3,0,1698,0
45,1,0,1754,0
45,2,0,1671,0
44,0,0,2332,0
43,5,0,2054,0
14,12,20,427,0
44,5,0,1880,0
29,0,3,1121,0
44,4,0,1698,0
45,2,0,1754,0
45,3,0,1671,0
44,1,0,2332,0
43,6,0,2054,1
14,13,20,427,0
44,6,0,1880,1
29,1,3,1121,0
44,5,0,1698,0
45,3,0,1754,0
45,4,0,1671,0
44,2,0,2332,0
44,0,0,2079,0
14,14,20,427,0
45,0,0,1908,0
29,2,3,1121,0
44,6,0,1698,1
45,4,0,1754,0
45,5,0,1671,0
44,3,0,2332,0
44,1,0,2079,0
14,15,20,427,0
45,1,0,1908,0
29,3,3,1121,0
45,0,0,1741,0
45,5,0,1754,0
45,6,0,1671,1
44,4,0,2332,0
44,2,0,2079,0
14,16,20,427,0
45,2,0,1908,0
29,4,3,1121,0
45,1,0,1741,0
45,6,0,1754,1
46,0,0,1723,0
44,5,0,2332,0
44,3,0,2079,0
14,17,20,427,0
45,3,0,1908,0
29,5,3,1121,0
45,2,0,1741,0
46,0,0,1802,0
46,1,0,1723,0
44,6,0,2332,0
44,4,0,2079,0
14,18,20,427,1
45,4,0,1908,0
29,6,3,1121,0
45,3,0,1741,0
46,1,0,1802,0
46,2,0,1723,0
44,7,0,2332,1
44,5,0,2079,0
15,0,20,474,0
45,5,0,1908,0
29,7,3,1121,0
45,4,0,1741,0
46,2,0,1802,0
46,3,0,1723,0
45,0,0,2385,0
44,6,0,2079,1
15,1,20,474,0
45,6,0,1908,1
29,8,3,1121,0
45,5,0,1741,0
46,3,0,1802,0
46,4,0,1723,0
45,1,0,2385,0
45,0,0,2142,0
15,2,20,474,0
46,0,0,1941,0
29,9,3,1121,0
45,6,0,1741,1
46,4,0,1802,0
46,5,0,1723,0
45,2,0,2385,0
45,1,0,2142,0
15,3,20,474,0
46,1,0,1941,0
29,10,3,1121,1
46,0,0,1767,0
46,5,0,1802,0
46,6,0,1723,0
45,3,0,2385,0
45,2,0,2142,0
15,4,20,474,0
46,2,0,1941,0
30,0,3,1147,0
46,1,0,1767,0
46,6,0,1802,0
46,7,0,1723,1
45,4,0,2385,0
45,3,0,2142,0
15,5,20,474,0
46,3,0,1941,0
30,1,3,1147,0
46,2,0,1767,0
46,7,0,1802,1
47,0,0,1748,0
45,5,0,2385,0
45,4,0,2142,0
15,6,20,474,0
46,4,0,1941,0
30,2,3,1147,0
46,3,0,1767,0
47,0,0,1844,0
47,1,0,1748,0
45,6,0,2385,1
45,5,0,2142,0
15,7,20,474,0
46,5,0,1941,0
30,3,3,1147,0
46,4,0,1767,0
47,1,0,1844,0
47,2,0,1748,0
46,0,0,2430,0
45,6,0,2142,1
15,8,20,474,0
46,6,0,1941,1
30,4,3,1147,0
46,5,0,1767,0
47,2,0,1844,0
47,3,0,1748,0
46,1,0,2430,0
46,0,0,2165,0
15,9,20,474,0
47,0,0,1969,0
30,5,3,1147,0
46,6,0,1767,1
47,3,0,1844,0
47,4,0,1748,0
46,2,0,2430,0
46,1,0,2165,0
15,10,20,474,0
47,1,0,1969,0
30,6,3,1147,0
47,0,0,1796,0
47,4,0,1844,0
47,5,0,1748,1
46,3,0,2430,0
46,2,0,2165,0
15,11,20,474,0
47,2,0,1969,0
30,7,3,1147,0
47,1,0,1796,0
47,5,0,1844,1
48,0,0,1825,0
46,4,0,2430,0
46,3,0,2165,0
15,12,20,474,0
47,3,0,1969,0
30,8,3,1147,1
47,2,0,1796,0
48,0,0,1884,0
48,1,0,1825,0
46,5,0,2430,0
46,4,0,2165,0
15,13,20,474,0
47,4,0,1969,0
31,0,3,1205,0
47,3,0,1796,0
48,1,0,1884,0
48,2,0,1825,0
46,6,0,2430,1
46,5,0,2165,0
15,14,20,474,0
47,5,0,1969,0
31,1,3,1205,0
47,4,0,1796,0
48,2,0,1884,0
48,3,0,1825,0
47,0,0,2468,0
46,6,0,2165,1
15,15,20,474,0
47,6,0,1969,1
31,2,3,1205,0
47,5,0,1796,0
48,3,0,1884,0
48,4,0,1825,0
47,1,0,2468,0
47,0,0,2245,0
15,16,20,474,0
48,0,0,2049,0
31,3,3,1205,0
47,6,0,1796,1
48,4,0,1884,0
48,5,0,1825,0
47,2,0,2468,0
47,1,0,2245,0
15,17,20,474,0
48,1,0,2049,0
31,4,3,1205,0
48,0,0,1858,0
48,5,0,1884,0
48,6,0,1825,1
47,3,0,2468,0
47,2,0,2245,0
15,18,20,474,0
48,2,0,2049,0
31,5,3,1205,0
48,1,0,1858,0
48,6,0,1884,0
49,0,0,1854,0
47,4,0,2468,0
47,3,0,2245,0
15,19,20,474,1
48,3,0,2049,0
31,6,3,1205,0
48,2,0,1858,0
48,7,0,1884,1
49,1,0,1854,0
47,5,0,2468,0
47,4,0,2245,0
16,0,20,489,0
48,4,0,2049,0
31,7,3,1205,0
48,3,0,1858,0
49,0,0,1903,0
49,2,0,1854,0
47,6,0,2468,1
47,5,0,2245,0
16,1,20,489,0
48,5,0,2049,0
31,8,3,1205,0
48,4,0,1858,0
49,1,0,1903,0
49,3,0,1854,0
48,0,0,2497,0
47,6,0,2245,1
16,2,20,489,0
48,6,0,2049,1
31,9,3,1205,0
48,5,0,1858,0
49,2,0,1903,0
49,4,0,1854,0
48,1,0,2497,0
48,0,0,2259,0
16,3,20,489,0
49,0,0,2073,0
31,10,3,1205,1
48,6,0,1858,0
49,3,0,1903,0
49,5,0,1854,0
48,2,0,2497,0
48,1,0,2259,0
16,4,20,489,0
49,1,0,2073,0
32,0,3,1229,0
48,7,0,1858,1
49,4,0,1903,0
49,6,0,1854,0
48,3,0,2497,0
48,2,0,2259,0
16,5,20,489,0
49,2,0,2073,0
32,1,3,1229,0
49,0,0,1909,0
49,5,0,1903,0
49,7,0,1854,1
48,4,0,2497,0
48,3,0,2259,0
16,6,20,489,0
49,3,0,2073,0
32,2,3,1229,0
49,1,0,1909,0
49,6,0,1903,1
50,0,0,1884,0
48,5,0,2497,0
48,4,0,2259,0
16,7,20,489,0
