Blocks,Age,Faults,Time,Output
655,1,0,25261,0
655,6,0,24848,0
656,0,0,24434,0
654,4,0,25249,0
654,3,0,24724,0
417,9,20,15297,1
655,3,0,24150,0
618,6,3,23068,0
655,2,0,25261,0
655,7,0,24848,1
656,1,0,24434,0
654,5,0,25249,0
654,4,0,24724,0
418,0,20,15316,0
655,4,0,24150,0
618,7,3,23068,1
655,3,0,25261,0
656,0,0,24876,0
656,2,0,24434,0
654,6,0,25249,0
654,5,0,24724,0
418,1,20,15316,0
655,5,0,24150,0
619,0,3,23107,0
655,4,0,25261,0
656,1,0,24876,0
656,3,0,24434,0
654,7,0,25249,1
654,6,0,24724,0
418,2,20,15316,0
655,6,0,24150,0
619,1,3,23107,0
655,5,0,25261,0
656,2,0,24876,0
656,4,0,24434,0
655,0,0,25323,0
654,7,0,24724,1
418,3,20,15316,0
655,7,0,24150,1
619,2,3,23107,0
655,6,0,25261,0
656,3,0,24876,0
656,5,0,24434,0
655,1,0,25323,0
655,0,0,24778,0
418,4,20,15316,0
656,0,0,24206,0
619,3,3,23107,0
655,7,0,25261,1
656,4,0,24876,0
656,6,0,24434,0
655,2,0,25323,0
655,1,0,24778,0
418,5,20,15316,0
656,1,0,24206,0
619,4,3,23107,0
656,0,0,25288,0
656,5,0,24876,0
656,7,0,24434,1
655,3,0,25323,0
655,2,0,24778,0
418,6,20,15316,0
656,2,0,24206,0
619,5,3,23107,0
656,1,0,25288,0
656,6,0,24876,1
657,0,0,24496,0
655,4,0,25323,0
655,3,0,24778,0
418,7,20,15316,0
656,3,0,24206,0
619,6,3,23107,0
656,2,0,25288,0
657,0,0,24932,0
657,1,0,24496,0
655,5,0,25323,0
655,4,0,24778,0
418,8,20,15316,1
656,4,0,24206,0
619,7,3,23107,1
656,3,0,25288,0
657,1,0,24932,0
657,2,0,24496,0
655,6,0,25323,0
655,5,0,24778,0
419,0,20,15330,0
656,5,0,24206,0
620,0,3,23131,0
656,4,0,25288,0
657,2,0,24932,0
657,3,0,24496,0
655,7,0,25323,1
655,6,0,24778,0
419,1,20,15330,0
656,6,0,24206,0
620,1,3,23131,0
656,5,0,25288,0
657,3,0,24932,0
657,4,0,24496,0
656,0,0,25365,0
655,7,0,24778,1
419,2,20,15330,0
656,7,0,24206,1
620,2,3,23131,0
656,6,0,25288,0
657,4,0,24932,0
657,5,0,24496,0
656,1,0,25365,0
656,0,0,24843,0
419,3,20,15330,0
657,0,0,24241,0
620,3,3,23131,0
656,7,0,25288,1
657,5,0,24932,0
657,6,0,24496,0
656,2,0,25365,0
656,1,0,24843,0
419,4,20,15330,0
657,1,0,24241,0
620,4,3,23131,0
657,0,0,25328,0
657,6,0,24932,0
657,7,0,24496,1
656,3,0,25365,0
656,2,0,24843,0
419,5,20,15330,0
657,2,0,24241,0
620,5,3,23131,0
657,1,0,25328,0
657,7,0,24932,1
658,0,0,24531,0
656,4,0,25365,0
656,3,0,24843,0
419,6,20,15330,0
657,3,0,24241,0
620,6,3,23131,1
657,2,0,25328,0
658,0,0,24982,0
658,1,0,24531,0
656,5,0,25365,0
656,4,0,24843,0
419,7,20,15330,0
657,4,0,24241,0
621,0,3,23198,0
657,3,0,25328,0
658,1,0,24982,0
658,2,0,24531,0
656,6,0,25365,1
656,5,0,24843,0
419,8,20,15330,0
657,5,0,24241,0
621,1,3,23198,0
657,4,0,25328,0
658,2,0,24982,0
658,3,0,24531,0
657,0,0,25422,0
656,6,0,24843,0
419,9,20,15330,1
657,6,0,24241,0
621,2,3,23198,0
657,5,0,25328,0
658,3,0,24982,0
658,4,0,24531,0
657,1,0,25422,0
656,7,0,24843,1
420,0,20,15356,0
657,7,0,24241,1
621,3,3,23198,0
657,6,0,25328,0
658,4,0,24982,0
658,5,0,24531,0
657,2,0,25422,0
657,0,0,24861,0
420,1,20,15356,0
658,0,0,24324,0
621,4,3,23198,0
657,7,0,25328,1
658,5,0,24982,0
658,6,0,24531,0
657,3,0,25422,0
657,1,0,24861,0
420,2,20,15356,0
658,1,0,24324,0
621,5,3,23198,0
658,0,0,25404,0
658,6,0,24982,0
658,7,0,24531,1
657,4,0,25422,0
657,2,0,24861,0
420,3,20,15356,0
658,2,0,24324,0
621,6,3,23198,0
658,1,0,25404,0
658,7,0,24982,1
659,0,0,24555,0
657,5,0,25422,0
657,3,0,24861,0
420,4,20,15356,0
658,3,0,24324,0
621,7,3,23198,1
658,2,0,25404,0
659,0,0,25016,0
659,1,0,24555,0
657,6,0,25422,0
657,4,0,24861,0
420,5,20,15356,0
658,4,0,24324,0
622,0,3,23223,0
658,3,0,25404,0
659,1,0,25016,0
659,2,0,24555,0
657,7,0,25422,1
657,5,0,24861,0
420,6,20,15356,0
658,5,0,24324,0
622,1,3,23223,0
658,4,0,25404,0
659,2,0,25016,0
659,3,0,24555,0
658,0,0,25455,0
657,6,0,24861,1
420,7,20,15356,0
658,6,0,24324,1
622,2,3,23223,0
658,5,0,25404,0
659,3,0,25016,0
659,4,0,24555,0
658,1,0,25455,0
658,0,0,24896,0
420,8,20,15356,0
659,0,0,24347,0
622,3,3,23223,0
658,6,0,25404,0
659,4,0,25016,0
659,5,0,24555,0
658,2,0,25455,0
658,1,0,24896,0
420,9,20,15356,1
659,1,0,24347,0
622,4,3,23223,0
658,7,0,25404,1
659,5,0,25016,0
659,6,0,24555,0
658,3,0,25455,0
658,2,0,24896,0
421,0,20,15406,0
659,2,0,24347,0
622,5,3,23223,0
659,0,0,25441,0
659,6,0,25016,0
659,7,0,24555,1
658,4,0,25455,0
658,3,0,24896,0
421,1,20,15406,0
659,3,0,24347,0
622,6,3,23223,0
659,1,0,25441,0
659,7,0,25016,1
660,0,0,24588,0
658,5,0,25455,0
658,4,0,24896,0
421,2,20,15406,0
659,4,0,24347,0
622,7,3,23223,1
659,2,0,25441,0
660,0,0,25045,0
660,1,0,24588,0
658,6,0,25455,0
658,5,0,24896,0
421,3,20,15406,0
659,5,0,24347,0
623,0,3,23269,0
659,3,0,25441,0
660,1,0,25045,0
660,2,0,24588,0
658,7,0,25455,1
658,6,0,24896,0
421,4,20,15406,0
659,6,0,24347,0
623,1,3,23269,0
659,4,0,25441,0
660,2,0,25045,0
660,3,0,24588,0
659,0,0,25484,0
658,7,0,24896,1
421,5,20,15406,0
659,7,0,24347,1
623,2,3,23269,0
659,5,0,25441,0
660,3,0,25045,0
660,4,0,24588,0
659,1,0,25484,0
659,0,0,24925,0
421,6,20,15406,0
660,0,0,24377,0
623,3,3,23269,0
659,6,0,25441,1
660,4,0,25045,0
660,5,0,24588,0
659,2,0,25484,0
659,1,0,24925,0
421,7,20,15406,0
660,1,0,24377,0
623,4,3,23269,0
660,0,0,25479,0
660,5,0,25045,0
660,6,0,24588,1
659,3,0,25484,0
659,2,0,24925,0
421,8,20,15406,0
660,2,0,24377,0
623,5,3,23269,0
660,1,0,25479,0
660,6,0,25045,0
661,0,0,24659,0
659,4,0,25484,0
659,3,0,24925,0
421,9,20,15406,1
660,3,0,24377,0
623,6,3,23269,0
660,2,0,25479,0
660,7,0,25045,1
661,1,0,24659,0
659,5,0,25484,0
659,4,0,24925,0
422,0,20,15434,0
660,4,0,24377,0
623,7,3,23269,1
660,3,0,25479,0
661,0,0,25087,0
661,2,0,24659,0
659,6,0,25484,0
659,5,0,24925,0
422,1,20,15434,0
660,5,0,24377,0
624,0,3,23283,0
660,4,0,25479,0
661,1,0,25087,0
661,3,0,24659,0
659,7,0,25484,1
659,6,0,24925,0
422,2,20,15434,0
660,6,0,24377,0
624,1,3,23283,0
660,5,0,25479,0
661,2,0,25087,0
661,4,0,24659,0
660,0,0,25515,0
659,7,0,24925,1
422,3,20,15434,0
660,7,0,24377,1
624,2,3,23283,0
660,6,0,25479,0
661,3,0,25087,0
661,5,0,24659,0
660,1,0,25515,0
660,0,0,24993,0
422,4,20,15434,0
661,0,0,24427,0
624,3,3,23283,0
660,7,0,25479,1
661,4,0,25087,0
661,6,0,24659,0
660,2,0,25515,0
660,1,0,24993,0
422,5,20,15434,0
661,1,0,24427,0
624,4,3,23283,0
661,0,0,25507,0
661,5,0,25087,0
661,7,0,24659,1
660,3,0,25515,0
660,2,0,24993,0
422,6,20,15434,0
661,2,0,24427,0
624,5,3,23283,0
661,1,0,25507,0
661,6,0,25087,1
662,0,0,24691,0
660,4,0,25515,0
660,3,0,24993,0
422,7,20,15434,0
661,3,0,24427,0
624,6,3,23283,0
661,2,0,25507,0
662,0,0,25118,0
662,1,0,24691,0
660,5,0,25515,0
660,4,0,24993,0
422,8,20,15434,1
661,4,0,24427,0
624,7,3,23283,1
661,3,0,25507,0
662,1,0,25118,0
662,2,0,24691,0
660,6,0,25515,0
660,5,0,24993,0
423,0,20,15466,0
661,5,0,24427,0
625,0,3,23323,0
661,4,0,25507,0
662,2,0,25118,0
662,3,0,24691,0
660,7,0,25515,1
660,6,0,24993,0
423,1,20,15466,0
661,6,0,24427,0
625,1,3,23323,0
661,5,0,25507,0
662,3,0,25118,0
662,4,0,24691,0
661,0,0,25560,0
660,7,0,24993,1
423,2,20,15466,0
661,7,0,24427,1
625,2,3,23323,0
661,6,0,25507,0
662,4,0,25118,0
662,5,0,24691,0
661,1,0,25560,0
661,0,0,25041,0
423,3,20,15466,0
662,0,0,24451,0
625,3,3,23323,0
661,7,0,25507,1
662,5,0,25118,0
662,6,0,24691,0
661,2,0,25560,0
661,1,0,25041,0
423,4,20,15466,0
662,1,0,24451,0
625,4,3,23323,0
662,0,0,25537,0
662,6,0,25118,0
662,7,0,24691,1
661,3,0,25560,0
661,2,0,25041,0
423,5,20,15466,0
662,2,0,24451,0
625,5,3,23323,0
662,1,0,25537,0
662,7,0,25118,1
663,0,0,24732,0
661,4,0,25560,0
661,3,0,25041,0
423,6,20,15466,0
662,3,0,24451,0
625,6,3,23323,1
662,2,0,25537,0
663,0,0,25141,0
663,1,0,24732,0
661,5,0,25560,0
661,4,0,25041,0
423,7,20,15466,0
662,4,0,24451,0
626,0,3,23358,0
662,3,0,25537,0
663,1,0,25141,0
663,2,0,24732,0
661,6,0,25560,1
661,5,0,25041,0
423,8,20,15466,0
662,5,0,24451,0
626,1,3,23358,0
662,4,0,25537,0
663,2,0,25141,0
663,3,0,24732,0
662,0,0,25626,0
661,6,0,25041,0
423,9,20,15466,1
662,6,0,24451,0
626,2,3,23358,0
662,5,0,25537,0
663,3,0,25141,0
663,4,0,24732,0
662,1,0,25626,0
661,7,0,25041,1
424,0,20,15491,0
662,7,0,24451,1
626,3,3,23358,0
662,6,0,25537,0
663,4,0,25141,0
663,5,0,24732,0
662,2,0,25626,0
662,0,0,25064,0
424,1,20,15491,0
663,0,0,24519,0
626,4,3,23358,0
662,7,0,25537,1
663,5,0,25141,0
663,6,0,24732,0
662,3,0,25626,0
662,1,0,25064,0
424,2,20,15491,0
663,1,0,24519,0
626,5,3,23358,0
663,0,0,25564,0
663,6,0,25141,0
663,7,0,24732,1
662,4,0,25626,0
662,2,0,25064,0
424,3,20,15491,0
663,2,0,24519,0
626,6,3,23358,0
663,1,0,25564,0
663,7,0,25141,1
664,0,0,24768,0
662,5,0,25626,0
662,3,0,25064,0
424,4,20,15491,0
663,3,0,24519,0
626,7,3,23358,1
663,2,0,25564,0
664,0,0,25170,0
664,1,0,24768,0
662,6,0,25626,0
662,4,0,25064,0
424,5,20,15491,0
663,4,0,24519,0
627,0,3,23380,0
663,3,0,25564,0
664,1,0,25170,0
664,2,0,24768,0
662,7,0,25626,1
662,5,0,25064,0
424,6,20,15491,0
663,5,0,24519,0
627,1,3,23380,0
663,4,0,25564,0
664,2,0,25170,0
664,3,0,24768,0
663,0,0,25650,0
662,6,0,25064,1
424,7,20,15491,0
663,6,0,24519,1
627,2,3,23380,0
663,5,0,25564,0
664,3,0,25170,0
664,4,0,24768,0
663,1,0,25650,0
663,0,0,25108,0
424,8,20,15491,0
664,0,0,24548,0
627,3,3,23380,0
663,6,0,25564,0
664,4,0,25170,0
664,5,0,24768,0
663,2,0,25650,0
663,1,0,25108,0
424,9,20,15491,1
664,1,0,24548,0
627,4,3,23380,0
663,7,0,25564,1
664,5,0,25170,0
664,6,0,24768,0
663,3,0,25650,0
663,2,0,25108,0
425,0,20,15511,0
664,2,0,24548,0
627,5,3,23380,0
664,0,0,25572,0
664,6,0,25170,0
664,7,0,24768,1
663,4,0,25650,0
663,3,0,25108,0
425,1,20,15511,0
664,3,0,24548,0
627,6,3,23380,0
664,1,0,25572,0
664,7,0,25170,1
665,0,0,24808,0
663,5,0,25650,0
663,4,0,25108,0
425,2,20,15511,0
664,4,0,24548,0
627,7,3,23380,1
664,2,0,25572,0
665,0,0,25229,0
665,1,0,24808,0
663,6,0,25650,0
663,5,0,25108,0
425,3,20,15511,0
664,5,0,24548,0
628,0,3,23426,0
664,3,0,25572,0
665,1,0,25229,0
665,2,0,24808,0
663,7,0,25650,1
663,6,0,25108,0
425,4,20,15511,0
664,6,0,24548,0
628,1,3,23426,0
664,4,0,25572,0
665,2,0,25229,0
665,3,0,24808,0
664,0,0,25685,0
663,7,0,25108,1
425,5,20,15511,0
664,7,0,24548,1
628,2,3,23426,0
664,5,0,25572,0
665,3,0,25229,0
665,4,0,24808,0
664,1,0,25685,0
664,0,0,25134,0
425,6,20,15511,0
665,0,0,24567,0
628,3,3,23426,0
664,6,0,25572,1
665,4,0,25229,0
665,5,0,24808,0
664,2,0,25685,0
664,1,0,25134,0
425,7,20,15511,0
665,1,0,24567,0
628,4,3,23426,0
665,0,0,25604,0
665,5,0,25229,0
665,6,0,24808,1
664,3,0,25685,0
664,2,0,25134,0
425,8,20,15511,0
665,2,0,24567,0
628,5,3,23426,0
665,1,0,25604,0
665,6,0,25229,0
666,0,0,24834,0
664,4,0,25685,0
664,3,0,25134,0
425,9,20,15511,1
665,3,0,24567,0
628,6,3,23426,0
665,2,0,25604,0
665,7,0,25229,1
666,1,0,24834,0
664,5,0,25685,0
664,4,0,25134,0
426,0,20,15550,0
665,4,0,24567,0
628,7,3,23426,1
665,3,0,25604,0
666,0,0,25272,0
666,2,0,24834,0
664,6,0,25685,0
664,5,0,25134,0
426,1,20,15550,0
665,5,0,24567,0
629,0,3,23471,0
665,4,0,25604,0
666,1,0,25272,0
666,3,0,24834,0
664,7,0,25685,1
664,6,0,25134,0
426,2,20,15550,0
665,6,0,24567,0
629,1,3,23471,0
665,5,0,25604,0
666,2,0,25272,0
666,4,0,24834,0
665,0,0,25713,0
664,7,0,25134,1
426,3,20,15550,0
665,7,0,24567,1
629,2,3,23471,0
665,6,0,25604,0
666,3,0,25272,0
666,5,0,24834,0
665,1,0,25713,0
665,0,0,25157,0
426,4,20,15550,0
666,0,0,24594,0
629,3,3,23471,0
665,7,0,25604,1
666,4,0,25272,0
666,6,0,24834,0
665,2,0,25713,0
665,1,0,25157,0
426,5,20,15550,0
666,1,0,24594,0
629,4,3,23471,0
666,0,0,25647,0
666,5,0,25272,0
666,7,0,24834,1
665,3,0,25713,0
665,2,0,25157,0
426,6,20,15550,0
666,2,0,24594,0
629,5,3,23471,0
666,1,0,25647,0
666,6,0,25272,1
667,0,0,24899,0
665,4,0,25713,0
665,3,0,25157,0
426,7,20,15550,0
666,3,0,24594,0
629,6,3,23471,0
666,2,0,25647,0
667,0,0,25328,0
667,1,0,24899,0
665,5,0,25713,0
665,4,0,25157,0
426,8,20,15550,1
666,4,0,24594,0
629,7,3,23471,1
666,3,0,25647,0
667,1,0,25328,0
667,2,0,24899,0
665,6,0,25713,0
665,5,0,25157,0
427,0,20,15599,0
666,5,0,24594,0
630,0,3,23501,0
666,4,0,25647,0
667,2,0,25328,0
667,3,0,24899,0
665,7,0,25713,1
665,6,0,25157,0
427,1,20,15599,0
666,6,0,24594,0
630,1,3,23501,0
666,5,0,25647,0
667,3,0,25328,0
667,4,0,24899,0
666,0,0,25743,0
665,7,0,25157,1
427,2,20,15599,0
666,7,0,24594,1
630,2,3,23501,0
666,6,0,25647,0
667,4,0,25328,0
667,5,0,24899,0
666,1,0,25743,0
666,0,0,25195,0
427,3,20,15599,0
667,0,0,24647,0
630,3,3,23501,0
666,7,0,25647,1
667,5,0,25328,0
667,6,0,24899,0
666,2,0,25743,0
666,1,0,25195,0
427,4,20,15599,0
667,1,0,24647,0
630,4,3,23501,0
667,0,0,25682,0
667,6,0,25328,0
667,7,0,24899,1
666,3,0,25743,0
666,2,0,25195,0
427,5,20,15599,0
667,2,0,24647,0
630,5,3,23501,0
667,1,0,25682,0
667,7,0,25328,1
668,0,0,24938,0
666,4,0,25743,0
666,3,0,25195,0
427,6,20,15599,0
667,3,0,24647,0
630,6,3,23501,1
667,2,0,25682,0
668,0,0,25358,0
668,1,0,24938,0
666,5,0,25743,0
666,4,0,25195,0
427,7,20,15599,0
667,4,0,24647,0
631,0,3,23540,0
667,3,0,25682,0
668,1,0,25358,0
668,2,0,24938,0
666,6,0,25743,1
666,5,0,25195,0
427,8,20,15599,0
667,5,0,24647,0
631,1,3,23540,0
667,4,0,25682,0
668,2,0,25358,0
668,3,0,24938,0
667,0,0,25776,0
666,6,0,25195,0
427,9,20,15599,1
667,6,0,24647,0
631,2,3,23540,0
667,5,0,25682,0
668,3,0,25358,0
668,4,0,24938,0
667,1,0,25776,0
666,7,0,25195,1
428,0,20,15674,0
667,7,0,24647,1
631,3,3,23540,0
667,6,0,25682,0
668,4,0,25358,0
668,5,0,24938,0
667,2,0,25776,0
667,0,0,25264,0
428,1,20,15674,0
668,0,0,24673,0
631,4,3,23540,0
667,7,0,25682,1
668,5,0,25358,0
668,6,0,24938,0
667,3,0,25776,0
667,1,0,25264,0
428,2,20,15674,0
668,1,0,24673,0
631,5,3,23540,0
668,0,0,25710,0
668,6,0,25358,0
668,7,0,24938,1
667,4,0,25776,0
667,2,0,25264,0
428,3,20,15674,0
668,2,0,24673,0
631,6,3,23540,0
668,1,0,25710,0
668,7,0,25358,1
669,0,0,24957,0
667,5,0,25776,0
667,3,0,25264,0
428,4,20,15674,0
668,3,0,24673,0
631,7,3,23540,1
668,2,0,25710,0
669,0,0,25384,0
669,1,0,24957,0
667,6,0,25776,0
667,4,0,25264,0
428,5,20,15674,0
668,4,0,24673,0
632,0,3,23567,0
668,3,0,25710,0
669,1,0,25384,0
669,2,0,24957,0
667,7,0,25776,1
667,5,0,25264,0
428,6,20,15674,0
668,5,0,24673,0
632,1,3,23567,0
668,4,0,25710,0
669,2,0,25384,0
669,3,0,24957,0
668,0,0,25797,0
667,6,0,25264,1
428,7,20,15674,0
668,6,0,24673,1
632,2,3,23567,0
668,5,0,25710,0
669,3,0,25384,0
669,4,0,24957,0
668,1,0,25797,0
668,0,0,25294,0
428,8,20,15674,0
669,0,0,24705,0
632,3,3,23567,0
668,6,0,25710,0
669,4,0,25384,0
669,5,0,24957,0
668,2,0,25797,0
668,1,0,25294,0
428,9,20,15674,1
669,1,0,24705,0
632,4,3,23567,0
668,7,0,25710,1
669,5,0,25384,0
669,6,0,24957,0
668,3,0,25797,0
668,2,0,25294,0
429,0,20,15712,0
669,2,0,24705,0
632,5,3,23567,0
669,0,0,25759,0
669,6,0,25384,0
669,7,0,24957,1
668,4,0,25797,0
668,3,0,25294,0
429,1,20,15712,0
669,3,0,24705,0
632,6,3,23567,0
669,1,0,25759,0
669,7,0,25384,1
670,0,0,24975,0
668,5,0,25797,0
668,4,0,25294,0
429,2,20,15712,0
669,4,0,24705,0
632,7,3,23567,1
669,2,0,25759,0
670,0,0,25441,0
670,1,0,24975,0
668,6,0,25797,0
668,5,0,25294,0
429,3,20,15712,0
669,5,0,24705,0
633,0,3,23582,0
669,3,0,25759,0
670,1,0,25441,0
670,2,0,24975,0
668,7,0,25797,1
668,6,0,25294,0
429,4,20,15712,0
669,6,0,24705,0
633,1,3,23582,0
669,4,0,25759,0
670,2,0,25441,0
670,3,0,24975,0
669,0,0,25828,0
668,7,0,25294,1
429,5,20,15712,0
669,7,0,24705,1
633,2,3,23582,0
669,5,0,25759,0
670,3,0,25441,0
670,4,0,24975,0
669,1,0,25828,0
669,0,0,25318,0
429,6,20,15712,0
670,0,0,24749,0
633,3,3,23582,0
669,6,0,25759,1
670,4,0,25441,0
670,5,0,24975,0
669,2,0,25828,0
669,1,0,25318,0
429,7,20,15712,0
670,1,0,24749,0
633,4,3,23582,0
670,0,0,25824,0
670,5,0,25441,0
670,6,0,24975,1
669,3,0,25828,0
669,2,0,25318,0
429,8,20,15712,0
670,2,0,24749,0
633,5,3,23582,0
670,1,0,25824,0
670,6,0,25441,0
671,0,0,25001,0
669,4,0,25828,0
669,3,0,25318,0
429,9,20,15712,1
670,3,0,24749,0
633,6,3,23582,0
670,2,0,25824,0
670,7,0,25441,1
671,1,0,25001,0
669,5,0,25828,0
669,4,0,25318,0
430,0,20,15739,0
670,4,0,24749,0
633,7,3,23582,1
670,3,0,25824,0
671,0,0,25498,0
671,2,0,25001,0
669,6,0,25828,0
669,5,0,25318,0
430,1,20,15739,0
670,5,0,24749,0
634,0,3,23607,0
670,4,0,25824,0
671,1,0,25498,0
671,3,0,25001,0
669,7,0,25828,1
669,6,0,25318,0
430,2,20,15739,0
670,6,0,24749,0
634,1,3,23607,0
670,5,0,25824,0
671,2,0,25498,0
671,4,0,25001,0
670,0,0,25872,0
669,7,0,25318,1
430,3,20,15739,0
670,7,0,24749,1
634,2,3,23607,0
670,6,0,25824,0
671,3,0,25498,0
671,5,0,25001,0
670,1,0,25872,0
670,0,0,25349,0
430,4,20,15739,0
671,0,0,24788,0
634,3,3,23607,0
670,7,0,25824,1
671,4,0,25498,0
671,6,0,25001,0
670,2,0,25872,0
670,1,0,25349,0
430,5,20,15739,0
671,1,0,24788,0
634,4,3,23607,0
671,0,0,25897,0
671,5,0,25498,0
671,7,0,25001,1
670,3,0,25872,0
670,2,0,25349,0
430,6,20,15739,0
671,2,0,24788,0
634,5,3,23607,0
671,1,0,25897,0
671,6,0,25498,1
672,0,0,25059,0
670,4,0,25872,0
670,3,0,25349,0
430,7,20,15739,0
671,3,0,24788,0
634,6,3,23607,0
671,2,0,25897,0
672,0,0,25517,0
672,1,0,25059,0
670,5,0,25872,0
670,4,0,25349,0
430,8,20,15739,1
671,4,0,24788,0
634,7,3,23607,1
671,3,0,25897,0
672,1,0,25517,0
672,2,0,25059,0
670,6,0,25872,0
670,5,0,25349,0
431,0,20,15769,0
671,5,0,24788,0
635,0,3,23631,0
671,4,0,25897,0
672,2,0,25517,0
672,3,0,25059,0
670,7,0,25872,1
670,6,0,25349,0
431,1,20,15769,0
671,6,0,24788,0
635,1,3,23631,0
671,5,0,25897,0
672,3,0,25517,0
672,4,0,25059,0
671,0,0,25911,0
670,7,0,25349,1
431,2,20,15769,0
671,7,0,24788,1
635,2,3,23631,0
671,6,0,25897,0
672,4,0,25517,0
672,5,0,25059,0
671,1,0,25911,0
671,0,0,25400,0
431,3,20,15769,0
672,0,0,24829,0
635,3,3,23631,0
671,7,0,25897,1
672,5,0,25517,0
672,6,0,25059,0
671,2,0,25911,0
671,1,0,25400,0
431,4,20,15769,0
672,1,0,24829,0
635,4,3,23631,0
672,0,0,25941,0
672,6,0,25517,0
672,7,0,25059,1
671,3,0,25911,0
671,2,0,25400,0
431,5,20,15769,0
672,2,0,24829,0
635,5,3,23631,0
672,1,0,25941,0
672,7,0,25517,1
673,0,0,25110,0
671,4,0,25911,0
671,3,0,25400,0
431,6,20,15769,0
672,3,0,24829,0
635,6,3,23631,1
672,2,0,25941,0
673,0,0,25543,0
673,1,0,25110,0
671,5,0,25911,0
671,4,0,25400,0
431,7,20,15769,0
672,4,0,24829,0
636,0,3,23650,0
672,3,0,25941,0
673,1,0,25543,0
673,2,0,25110,0
671,6,0,25911,1
671,5,0,25400,0
431,8,20,15769,0
672,5,0,24829,0
636,1,3,23650,0
672,4,0,25941,0
673,2,0,25543,0
673,3,0,25110,0
672,0,0,25931,0
671,6,0,25400,0
431,9,20,15769,1
672,6,0,24829,0
636,2,3,23650,0
672,5,0,25941,0
673,3,0,25543,0
673,4,0,25110,0
672,1,0,25931,0
671,7,0,25400,1
432,0,20,15776,0
672,7,0,24829,1
636,3,3,23650,0
672,6,0,25941,0
673,4,0,25543,0
673,5,0,25110,0
672,2,0,25931,0
672,0,0,25439,0
432,1,20,15776,0
673,0,0,24855,0
636,4,3,23650,0
672,7,0,25941,1
673,5,0,25543,0
673,6,0,25110,0
672,3,0,25931,0
672,1,0,25439,0
432,2,20,15776,0
673,1,0,24855,0
636,5,3,23650,0
673,0,0,25983,0
673,6,0,25543,0
673,7,0,25110,1
672,4,0,25931,0
672,2,0,25439,0
432,3,20,15776,0
673,2,0,24855,0
636,6,3,23650,0
673,1,0,25983,0
673,7,0,25543,1
674,0,0,25175,0
672,5,0,25931,0
672,3,0,25439,0
432,4,20,15776,0
673,3,0,24855,0
636,7,3,23650,1
673,2,0,25983,0
674,0,0,25604,0
674,1,0,25175,0
672,6,0,25931,0
672,4,0,25439,0
432,5,20,15776,0
673,4,0,24855,0
637,0,3,23687,0
673,3,0,25983,0
674,1,0,25604,0
674,2,0,25175,0
672,7,0,25931,1
672,5,0,25439,0
432,6,20,15776,0
673,5,0,24855,0
637,1,3,23687,0
673,4,0,25983,0
674,2,0,25604,0
674,3,0,25175,0
673,0,0,25944,0
672,6,0,25439,1
432,7,20,15776,0
673,6,0,24855,1
637,2,3,23687,0
673,5,0,25983,0
674,3,0,25604,0
674,4,0,25175,0
673,1,0,25944,0
673,0,0,25471,0
432,8,20,15776,0
674,0,0,24884,0
637,3,3,23687,0
673,6,0,25983,0
674,4,0,25604,0
674,5,0,25175,0
673,2,0,25944,0
673,1,0,25471,0
432,9,20,15776,1
674,1,0,24884,0
637,4,3,23687,0
673,7,0,25983,1
674,5,0,25604,0
674,6,0,25175,0
673,3,0,25944,0
673,2,0,25471,0
433,0,20,15819,0
674,2,0,24884,0
637,5,3,23687,0
674,0,0,26040,0
674,6,0,25604,0
674,7,0,25175,1
673,4,0,25944,0
673,3,0,25471,0
433,1,20,15819,0
674,3,0,24884,0
637,6,3,23687,0
674,1,0,26040,0
674,7,0,25604,1
675,0,0,25201,0
673,5,0,25944,0
673,4,0,25471,0
433,2,20,15819,0
674,4,0,24884,0
637,7,3,23687,1
674,2,0,26040,0
675,0,0,25623,0
675,1,0,25201,0
673,6,0,25944,0
673,5,0,25471,0
433,3,20,15819,0
674,5,0,24884,0
638,0,3,23716,0
674,3,0,26040,0
675,1,0,25623,0
675,2,0,25201,0
673,7,0,25944,1
673,6,0,25471,0
433,4,20,15819,0
674,6,0,24884,0
638,1,3,23716,0
674,4,0,26040,0
675,2,0,25623,0
675,3,0,25201,0
674,0,0,25971,0
673,7,0,25471,1
433,5,20,15819,0
674,7,0,24884,1
638,2,3,23716,0
674,5,0,26040,0
675,3,0,25623,0
675,4,0,25201,0
674,1,0,25971,0
674,0,0,25555,0
433,6,20,15819,0
675,0,0,24944,0
638,3,3,23716,0
674,6,0,26040,1
675,4,0,25623,0
675,5,0,25201,0
674,2,0,25971,0
674,1,0,25555,0
433,7,20,15819,0
675,1,0,24944,0
638,4,3,23716,0
675,0,0,26110,0
675,5,0,25623,0
675,6,0,25201,1
674,3,0,25971,0
674,2,0,25555,0
433,8,20,15819,0
675,2,0,24944,0
638,5,3,23716,0
675,1,0,26110,0
675,6,0,25623,0
676,0,0,25233,0
674,4,0,25971,0
674,3,0,25555,0
433,9,20,15819,1
675,3,0,24944,0
638,6,3,23716,0
675,2,0,26110,0
675,7,0,25623,1
676,1,0,25233,0
674,5,0,25971,0
674,4,0,25555,0
434,0,20,15845,0
675,4,0,24944,0
638,7,3,23716,1
675,3,0,26110,0
676,0,0,25646,0
676,2,0,25233,0
674,6,0,25971,0
674,5,0,25555,0
434,1,20,15845,0
675,5,0,24944,0
